id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop;km_num;latitude_num;longitude_num;data;ano;mes;mes_label;hora;faixa_horaria;acidente_fatal;acidente_grave;indice_severidade;ordem_dia_semana
496665;2023-01-01;domingo;17:00:00;AL;101.0;73;MESSIAS;Reação tardia ou ineficiente do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Curva;Sim;1;0;1;0;0;0;1;1;-9.38720792;-35.8364428;SPRF-AL;DEL01-AL;UOP01-DEL01-AL;73.0;-9.38720792;-35.8364428;2023-01-01;2023;1;2023-01;17;Tarde;0;0;1;6
496629;2023-01-01;domingo;15:15:00;AL;101.0;237.7;SAO BRAS;Velocidade Incompatível;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Curva;Não;5;0;0;1;4;0;1;1;-10.12581999;-36.789833;SPRF-AL;DEL02-AL;UOP02-DEL02-AL;237.7;-10.12581999;-36.789833;2023-01-01;2023;1;2023-01;15;Tarde;0;1;3;6
496628;2023-01-01;domingo;15:15:00;AL;104.0;18;SAO JOSE DA LAJE;Reação tardia ou ineficiente do condutor;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Reta;Sim;5;0;2;1;2;0;3;2;-9.04193899;-36.03775187;SPRF-AL;DEL01-AL;UOP02-DEL01-AL;18.0;-9.04193899;-36.03775187;2023-01-01;2023;1;2023-01;15;Tarde;0;1;5;6
496645;2023-01-01;domingo;17:45:00;AL;101.0;146;SAO MIGUEL DOS CAMPOS;Velocidade Incompatível;Colisão com objeto;Com Vítimas Feridas;Anoitecer;Decrescente;Nublado;Dupla;Curva;Não;1;0;1;0;0;0;1;1;-9.87382885;-36.13882162;SPRF-AL;DEL02-AL;UOP01-DEL02-AL;146.0;-9.87382885;-36.13882162;2023-01-01;2023;1;2023-01;17;Tarde;0;0;1;6
496588;2023-01-01;domingo;08:30:00;AL;101.0;212.7;SAO SEBASTIAO;Ingestão de álcool pelo condutor;Capotamento;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;0;2;0;0;1;-10.01748316;-36.61993072;SPRF-AL;DEL02-AL;UOP02-DEL02-AL;212.7;-10.01748316;-36.61993072;2023-01-01;2023;1;2023-01;8;Manha;0;0;0;6
496548;2023-01-01;domingo;02:00:00;AM;319.0;740;HUMAITA;Ingestão de álcool pelo condutor;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;2;1;1;0;0;0;1;1;-7.95332769;-63.36137507;SPRF-AM;;UOP05-DEL01-AM;740.0;-7.95332769;-63.36137507;2023-01-01;2023;1;2023-01;2;Madrugada;1;1;6;6
496621;2023-01-01;domingo;14:40:00;BA;324.0;587;CANDEIAS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;5;0;4;0;1;0;4;2;-12.64715411;-38.47504041;SPRF-BA;DEL01-BA;UOP01-DEL01-BA;587.0;-12.64715411;-38.47504041;2023-01-01;2023;1;2023-01;14;Tarde;0;0;4;6
496681;2023-01-01;domingo;15:30:00;BA;110.0;367.5;CATU;Ultrapassagem Indevida;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Não Informado;Não;2;0;0;1;1;0;1;2;-12.35805642;-38.39315415;SPRF-BA;DEL01-BA;UOP04-DEL01-BA;367.5;-12.35805642;-38.39315415;2023-01-01;2023;1;2023-01;15;Tarde;0;1;3;6
496653;2023-01-01;domingo;17:00:00;BA;242.0;753;CRISTOPOLIS;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;1;0;2;0;1;2;-12.204657;-44.472342;SPRF-BA;DEL10-BA;UOP01-DEL10-BA;753.0;-12.204657;-44.472342;2023-01-01;2023;1;2023-01;17;Tarde;0;0;1;6
496550;2023-01-01;domingo;05:40:00;BA;101.0;172;FEIRA DE SANTANA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Fatais;Amanhecer;Crescente;Céu Claro;Simples;Não Informado;Não;1;1;0;0;0;0;0;1;-12.36620293;-38.86819124;SPRF-BA;DEL01-BA;UOP03-DEL01-BA;172.0;-12.36620293;-38.86819124;2023-01-01;2023;1;2023-01;5;Madrugada;1;1;5;6
497528;2023-01-01;domingo;10:30:00;BA;101.0;355;GANDU;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-13.78874901;-39.49426798;SPRF-BA;DEL05-BA;UOP03-DEL05-BA;355.0;-13.78874901;-39.49426798;2023-01-01;2023;1;2023-01;10;Manha;0;0;1;6
496634;2023-01-01;domingo;14:00:00;BA;415.0;25.8;ILHEUS;Ultrapassagem Indevida;Colisão lateral sentido oposto;Com Vítimas Fatais;Pleno dia;Decrescente;Sol;Simples;Reta;Não;3;1;0;0;2;0;0;2;-14.794795;-39.191588;SPRF-BA;DEL05-BA;UOP01-DEL05-BA;25.8;-14.794795;-39.191588;2023-01-01;2023;1;2023-01;14;Tarde;1;1;5;6
496696;2023-01-01;domingo;20:50:00;BA;415.0;52.2;ITABUNA;Ingestão de álcool pelo condutor;Colisão lateral sentido oposto;Sem Vítimas;Plena Noite;Crescente;Nublado;Simples;Não Informado;Sim;2;0;0;0;1;1;0;2;-14.84211694;-39.33215976;SPRF-BA;DEL05-BA;UOP01-DEL05-BA;52.2;-14.84211694;-39.33215976;2023-01-01;2023;1;2023-01;20;Noite;0;0;0;6
496689;2023-01-01;domingo;20:10:00;BA;324.0;626;SALVADOR;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Interseção de vias;Não;1;0;1;0;0;0;1;1;-12.95020997;-38.47073108;SPRF-BA;DEL01-BA;UOP01-DEL01-BA;626.0;-12.95020997;-38.47073108;2023-01-01;2023;1;2023-01;20;Noite;0;0;1;6
496613;2023-01-01;domingo;13:20:00;BA;110.0;394.9;SAO SEBASTIAO DO PASSE;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;3;0;2;0;1;0;2;1;-12.50766107;-38.49626949;SPRF-BA;DEL01-BA;UOP01-DEL01-BA;394.9;-12.50766107;-38.49626949;2023-01-01;2023;1;2023-01;13;Tarde;0;0;2;6
496711;2023-01-01;domingo;21:50:00;BA;116.0;366;SERRINHA;Velocidade Incompatível;Colisão traseira;Sem Vítimas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;Reta;Não;2;0;0;0;2;0;0;2;-11.72514;-38.98642914;SPRF-BA;DEL02-BA;UOP01-DEL02-BA;366.0;-11.72514;-38.98642914;2023-01-01;2023;1;2023-01;21;Noite;0;0;0;6
496730;2023-01-01;domingo;16:30:00;BA;116.0;303;TUCANO;Falta de elemento de contenção que evite a saída do leito carroçável;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;1;1;0;0;0;0;0;1;-11.19943176;-38.87215633;SPRF-BA;DEL02-BA;UOP01-DEL02-BA;303.0;-11.19943176;-38.87215633;2023-01-01;2023;1;2023-01;16;Tarde;1;1;5;6
496720;2023-01-01;domingo;22:30:00;BA;101.0;471;URUCUCA;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Chuva;Simples;Reta;Não;2;1;0;0;1;0;0;1;-14.53070603;-39.33568954;SPRF-BA;DEL05-BA;UOP01-DEL05-BA;471.0;-14.53070603;-39.33568954;2023-01-01;2023;1;2023-01;22;Noite;1;1;5;6
496583;2023-01-01;domingo;04:00:00;BA;101.0;307;VALENCA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Não Informado;Não;1;1;0;0;0;0;0;1;-13.30800773;-39.35229778;SPRF-BA;DEL05-BA;UOP03-DEL05-BA;307.0;-13.30800773;-39.35229778;2023-01-01;2023;1;2023-01;4;Madrugada;1;1;5;6
496632;2023-01-01;domingo;15:50:00;BA;116.0;814.8;VITORIA DA CONQUISTA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-14.813882;-40.800223;SPRF-BA;DEL08-BA;UOP01-DEL08-BA;814.8;-14.813882;-40.800223;2023-01-01;2023;1;2023-01;15;Tarde;0;0;1;6
502081;2023-01-01;domingo;18:00:00;BA;116.0;3;VITORIA DA CONQUISTA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Simples;Não Informado;Não;7;0;1;0;6;0;1;2;-14.851;-40.8485;SPRF-BA;DEL08-BA;UOP01-DEL08-BA;3.0;-14.851;-40.8485;2023-01-01;2023;1;2023-01;18;Noite;0;0;1;6
496775;2023-01-01;domingo;09:20:00;BA;101.0;359;WENCESLAU GUIMARAES;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;0;0;1;1;0;2;-13.67888582;-39.4773764;SPRF-BA;DEL05-BA;UOP03-DEL05-BA;359.0;-13.67888582;-39.4773764;2023-01-01;2023;1;2023-01;9;Manha;0;0;0;6
496611;2023-01-01;domingo;13:50:00;CE;304.0;48.1;ARACATI;Animais na Pista;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;0;1;1;2;-4.5788329;-37.7791346;SPRF-CE;DEL03-CE;UOP03-DEL03-CE;48.1;-4.5788329;-37.7791346;2023-01-01;2023;1;2023-01;13;Tarde;0;0;1;6
496644;2023-01-01;domingo;17:31:00;CE;304.0;50.3;ARACATI;Desrespeitar a preferência no cruzamento;Colisão transversal;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Interseção de vias;Não;2;0;0;0;1;1;0;2;-4.5730397;-37.7616637;SPRF-CE;DEL03-CE;UOP03-DEL03-CE;50.3;-4.5730397;-37.7616637;2023-01-01;2023;1;2023-01;17;Tarde;0;0;0;6
496546;2023-01-01;domingo;06:10:00;CE;222.0;4;CAUCAIA;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;1;0;1;0;0;0;1;1;-3.74164754;-38.60449792;SPRF-CE;DEL01-CE;UOP01-DEL01-CE;4.0;-3.74164754;-38.60449792;2023-01-01;2023;1;2023-01;6;Manha;0;0;1;6
496594;2023-01-01;domingo;11:30:00;CE;222.0;222;SOBRAL;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;5;0;1;0;4;0;1;2;-3.72134641;-40.32871618;SPRF-CE;DEL04-CE;UOP01-DEL04-CE;222.0;-3.72134641;-40.32871618;2023-01-01;2023;1;2023-01;11;Manha;0;0;1;6
496556;2023-01-01;domingo;06:00:00;DF;40.0;0.5;BRASILIA;Ingestão de álcool pelo condutor;Colisão com objeto;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Dupla;Não Informado;Não;1;0;0;1;0;0;1;1;-15.976897;-47.990129;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;0.5;-15.976897;-47.990129;2023-01-01;2023;1;2023-01;6;Manha;0;1;3;6
496570;2023-01-01;domingo;07:40:00;DF;20.0;5;BRASILIA;Ausência de reação do condutor;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;0;0;1;1;0;1;-15.670546;-47.816044;SPRF-DF;DEL02-DF;UOP01-DEL02-DF;5.0;-15.670546;-47.816044;2023-01-01;2023;1;2023-01;7;Manha;0;0;0;6
496580;2023-01-01;domingo;08:20:00;DF;60.0;1.5;BRASILIA;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-15.885093;-48.068954;SPRF-DF;DEL01-DF;UOP02-DEL01-DF;1.5;-15.885093;-48.068954;2023-01-01;2023;1;2023-01;8;Manha;0;0;1;6
496581;2023-01-01;domingo;08:50:00;DF;70.0;9;BRASILIA;Ingestão de álcool pelo condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-15.784615;-48.132023;SPRF-DF;DEL01-DF;UOP03-DEL01-DF;9.0;-15.784615;-48.132023;2023-01-01;2023;1;2023-01;8;Manha;0;0;1;6
507184;2023-01-01;domingo;13:40:00;DF;60.0;2.9;BRASILIA;Ingestão de álcool pelo condutor;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Não Informado;Sim;4;0;0;0;4;0;0;3;-15.89006925;-48.08558106;SPRF-DF;DEL01-DF;UOP02-DEL01-DF;2.9;-15.89006925;-48.08558106;2023-01-01;2023;1;2023-01;13;Tarde;0;0;0;6
496554;2023-01-01;domingo;04:10:00;ES;101.0;422.8;ATILIO VIVACQUA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Decrescente;Nublado;Simples;Curva;Não;1;0;1;0;0;0;1;1;-20.98070633;-41.11625915;SPRF-ES;DEL03-ES;UOP02-DEL03-ES;422.8;-20.98070633;-41.11625915;2023-01-01;2023;1;2023-01;4;Madrugada;0;0;1;6
496601;2023-01-01;domingo;12:50:00;ES;393.0;1.1;CACHOEIRO DE ITAPEMIRIM;Ingestão de álcool pelo condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;3;0;2;0;1;0;2;2;-20.83723289;-41.16733095;SPRF-ES;DEL03-ES;UOP02-DEL03-ES;1.1;-20.83723289;-41.16733095;2023-01-01;2023;1;2023-01;12;Tarde;0;0;2;6
509692;2023-01-01;domingo;18:30:00;ES;259.0;23;COLATINA;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Curva;Não;6;0;2;0;4;0;2;2;-19.62639552;-40.46257541;SPRF-ES;DEL02-ES;UOP01-DEL02-ES;23.0;-19.62639552;-40.46257541;2023-01-01;2023;1;2023-01;18;Noite;0;0;2;6
496615;2023-01-01;domingo;15:10:00;ES;101.0;31.5;CONCEICAO DA BARRA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Não Informado;Não;2;0;0;1;1;0;1;2;-18.41695394;-39.93608555;SPRF-ES;DEL04-ES;UOP02-DEL04-ES;31.5;-18.41695394;-39.93608555;2023-01-01;2023;1;2023-01;15;Tarde;0;1;3;6
496521;2023-01-01;domingo;01:00:00;ES;101.0;270.6;SERRA;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;2;0;0;2;0;0;2;1;-20.22662056;-40.27075088;SPRF-ES;DEL02-ES;UOP01-DEL02-ES;270.6;-20.22662056;-40.27075088;2023-01-01;2023;1;2023-01;1;Madrugada;0;1;6;6
496519;2023-01-01;domingo;02:00:00;ES;101.0;114;SOORETAMA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-19.09484877;-40.05095848;SPRF-ES;DEL04-ES;UOP01-DEL04-ES;114.0;-19.09484877;-40.05095848;2023-01-01;2023;1;2023-01;2;Madrugada;0;0;1;6
496522;2023-01-01;domingo;01:40:00;ES;101.0;299.9;VIANA;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Múltipla;Reta;Sim;4;2;0;0;1;1;0;2;-20.35860628;-40.42327504;SPRF-ES;DEL01-ES;UOP01-DEL01-ES;299.9;-20.35860628;-40.42327504;2023-01-01;2023;1;2023-01;1;Madrugada;1;1;10;6
496702;2023-01-01;domingo;21:00:00;GO;60.0;79.4;ANAPOLIS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Não Informado;Sim;10;0;1;0;9;0;1;3;-16.301221;-48.81497;SPRF-GO;DEL02-GO;UOP01-DEL02-GO;79.4;-16.301221;-48.81497;2023-01-01;2023;1;2023-01;21;Noite;0;0;1;6
496690;2023-01-01;domingo;20:20:00;GO;60.0;255;INDIARA;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;2;0;2;0;0;0;2;1;-17.14364772;-50.00446022;SPRF-GO;DEL01-GO;UOP02-DEL01-GO;255.0;-17.14364772;-50.00446022;2023-01-01;2023;1;2023-01;20;Noite;0;0;2;6
496648;2023-01-01;domingo;17:45:00;GO;50.0;147.5;IPAMERI;Retorno proibido;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Não Informado;Não;2;0;1;0;0;1;1;2;-17.1482;-47.7229;SPRF-GO;DEL06-GO;UOP01-DEL06-GO;147.5;-17.1482;-47.7229;2023-01-01;2023;1;2023-01;17;Tarde;0;0;1;6
496691;2023-01-01;domingo;20:00:00;GO;70.0;320;JUSSARA;Pista esburacada;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;Reta;Sim;2;0;1;1;0;0;2;1;-15.877707;-50.885584;SPRF-GO;DEL04-GO;UOP02-DEL04-GO;320.0;-15.877707;-50.885584;2023-01-01;2023;1;2023-01;20;Noite;0;1;4;6
496572;2023-01-01;domingo;07:18:00;GO;40.0;25.5;LUZIANIA;Ingestão de álcool pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Não;8;0;6;2;0;0;8;1;-16.252751;-47.900453;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;25.5;-16.252751;-47.900453;2023-01-01;2023;1;2023-01;7;Manha;0;1;12;6
499546;2023-01-01;domingo;05:00:00;GO;153.0;263;NOVA GLORIA;Ingestão de álcool pelo condutor;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Não Informado;Sim;4;0;0;0;4;0;0;2;-15.01614;-49.421726;SPRF-GO;DEL07-GO;UOP02-DEL07-GO;263.0;-15.01614;-49.421726;2023-01-01;2023;1;2023-01;5;Madrugada;0;0;0;6
496722;2023-01-01;domingo;23:50:00;GO;60.0;118;TEREZOPOLIS DE GOIAS;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Sim;2;0;2;0;0;0;2;1;-16.4848;-49.0935;SPRF-GO;DEL01-GO;UOP01-DEL01-GO;118.0;-16.4848;-49.0935;2023-01-01;2023;1;2023-01;23;Noite;0;0;2;6
496676;2023-01-01;domingo;19:27:00;GO;40.0;5;VALPARAISO DE GOIAS;Ingestão de álcool pelo condutor;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-16.093134;-47.982236;SPRF-DF;DEL01-DF;UOP01-DEL01-DF;5.0;-16.093134;-47.982236;2023-01-01;2023;1;2023-01;19;Noite;0;0;1;6
496592;2023-01-01;domingo;08:22:00;MG;40.0;711;BARBACENA;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Sim;4;0;1;0;3;0;1;2;-21.23767004;-43.706954;SPRF-MG;DEL05-MG;UOP02-DEL05-MG;711.0;-21.23767004;-43.706954;2023-01-01;2023;1;2023-01;8;Manha;0;0;1;6
496557;2023-01-01;domingo;00:45:00;MG;381.0;6;BETIM;Ingestão de álcool pelo condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Crescente;Garoa/Chuvisco;Dupla;Não Informado;Não;1;0;0;0;0;1;0;1;-19.96825;-44.198708;SPRF-MG;DEL01-MG;UOP03-DEL01-MG;6.0;-19.96825;-44.198708;2023-01-01;2023;1;2023-01;0;Madrugada;0;0;0;6
496568;2023-01-01;domingo;07:20:00;MG;381.0;480;BETIM;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Não Informado;Não;2;0;0;1;0;1;1;1;-19.95749597;-44.07899901;SPRF-MG;DEL01-MG;UOP03-DEL01-MG;480.0;-19.95749597;-44.07899901;2023-01-01;2023;1;2023-01;7;Manha;0;1;3;6
496609;2023-01-01;domingo;13:00:00;MG;381.0;484;BETIM;Velocidade Incompatível;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Múltipla;Não Informado;Sim;1;0;1;0;0;0;1;1;-19.9593767;-44.089648;SPRF-MG;DEL01-MG;UOP03-DEL01-MG;484.0;-19.9593767;-44.089648;2023-01-01;2023;1;2023-01;13;Tarde;0;0;1;6
496646;2023-01-01;domingo;17:35:00;MG;381.0;501.9;BETIM;Condutor deixou de manter distância do veículo da frente;Engavetamento;Sem Vítimas;Anoitecer;Decrescente;Chuva;Dupla;Não Informado;Não;9;0;0;0;9;0;0;3;-20.03165095;-44.23769474;SPRF-MG;DEL01-MG;UOP03-DEL01-MG;501.9;-20.03165095;-44.23769474;2023-01-01;2023;1;2023-01;17;Tarde;0;0;0;6
496686;2023-01-01;domingo;20:00:00;MG;381.0;897.3;CAMBUI;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Crescente;Ignorado;Dupla;Reta;Não;1;0;0;0;1;0;0;1;-22.63961103;-46.08077997;SPRF-MG;DEL16-MG;UOP03-DEL16-MG;897.3;-22.63961103;-46.08077997;2023-01-01;2023;1;2023-01;20;Noite;0;0;0;6
496671;2023-01-01;domingo;15:45:00;MG;262.0;569.8;CORREGO DANTA;Condutor Dormindo;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Nublado;Simples;Não Informado;Sim;1;0;0;0;1;0;0;1;-19.716043;-46.021922;SPRF-MG;DEL08-MG;UOP02-DEL08-MG;569.8;-19.716043;-46.021922;2023-01-01;2023;1;2023-01;15;Tarde;0;0;0;6
496516;2023-01-01;domingo;01:05:00;MG;50.0;202;DELTA;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;2;0;0;0;2;1;-19.92627147;-47.82191068;SPRF-MG;DEL13-MG;UOP01-DEL13-MG;202.0;-19.92627147;-47.82191068;2023-01-01;2023;1;2023-01;1;Madrugada;0;0;2;6
496606;2023-01-01;domingo;10:55:00;MG;364.0;30.3;FRUTAL;Ausência de reação do condutor;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;3;0;1;0;2;0;1;2;-20.025185;-48.94096;SPRF-MG;DEL13-MG;UOP02-DEL13-MG;30.3;-20.025185;-48.94096;2023-01-01;2023;1;2023-01;10;Manha;0;0;1;6
496729;2023-01-01;domingo;22:59:00;MG;262.0;658.3;IBIA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Crescente;Nublado;Simples;Reta;Não;1;0;0;0;1;0;0;1;-19.58082263;-46.69938911;SPRF-MG;DEL08-MG;UOP01-DEL08-MG;658.3;-19.58082263;-46.69938911;2023-01-01;2023;1;2023-01;22;Noite;0;0;0;6
496617;2023-01-01;domingo;14:40:00;MG;381.0;282;JAGUARACU;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;2;0;1;1;0;0;2;1;-19.618552;-42.776355;SPRF-MG;DEL03-MG;UOP02-DEL03-MG;282.0;-19.618552;-42.776355;2023-01-01;2023;1;2023-01;14;Tarde;0;1;4;6
496595;2023-01-01;domingo;10:48:00;MG;40.0;153.6;JOAO PINHEIRO;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;2;0;2;0;0;0;2;1;-17.81609697;-46.13329871;SPRF-MG;DEL14-MG;UOP02-DEL14-MG;153.6;-17.81609697;-46.13329871;2023-01-01;2023;1;2023-01;10;Manha;0;0;2;6
496631;2023-01-01;domingo;13:30:00;MG;40.0;172;JOAO PINHEIRO;Ingestão de álcool pelo condutor;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Não;4;0;0;0;4;0;0;2;-17.94245402;-46.04307001;SPRF-MG;DEL14-MG;UOP02-DEL14-MG;172.0;-17.94245402;-46.04307001;2023-01-01;2023;1;2023-01;13;Tarde;0;0;0;6
496604;2023-01-01;domingo;12:13:00;MG;40.0;791;JUIZ DE FORA;Conversão proibida;Colisão transversal;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Dupla;Não Informado;Não;6;1;4;1;0;0;5;2;-21.77922124;-43.42576012;SPRF-MG;DEL05-MG;UOP01-DEL05-MG;791.0;-21.77922124;-43.42576012;2023-01-01;2023;1;2023-01;12;Tarde;1;1;12;6
496507;2023-01-01;domingo;00:20:00;MG;381.0;686.5;LAVRAS;Demais falhas mecânicas ou elétricas;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Curva;Não;1;0;1;0;0;0;1;1;-21.17928973;-45.12256622;SPRF-MG;DEL04-MG;UOP02-DEL04-MG;686.5;-21.17928973;-45.12256622;2023-01-01;2023;1;2023-01;0;Madrugada;0;0;1;6
496506;2023-01-01;domingo;00:15:00;MG;116.0;587;MANHUACU;Ingestão de álcool pelo condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Sim;1;0;1;0;0;0;1;1;-20.24173903;-42.15868042;SPRF-MG;DEL06-MG;UOP03-DEL06-MG;587.0;-20.24173903;-42.15868042;2023-01-01;2023;1;2023-01;0;Madrugada;0;0;1;6
496659;2023-01-01;domingo;14:55:00;MG;116.0;569.4;MANHUACU;Acumulo de água sobre o pavimento;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Não Informado;Não;3;0;0;2;1;0;2;2;-20.10007457;-42.17884091;SPRF-MG;DEL06-MG;UOP03-DEL06-MG;569.4;-20.10007457;-42.17884091;2023-01-01;2023;1;2023-01;14;Tarde;0;1;6;6
496687;2023-01-01;domingo;19:30:00;MG;262.0;392.7;PARA DE MINAS;Velocidade Incompatível;Colisão traseira;Com Vítimas Fatais;Plena Noite;Decrescente;Chuva;Dupla;Não Informado;Não;2;1;0;0;0;1;0;2;-19.903476;-44.536596;SPRF-MG;DEL01-MG;UOP03-DEL01-MG;392.7;-19.903476;-44.536596;2023-01-01;2023;1;2023-01;19;Noite;1;1;5;6
